graph_index_0based,simulation_id,n_cells,package_id,sigma_index,t1_edge_1,t1_edge_2,shear_factor,kA,nx
140,graph_784_12_44_1_-1_1.txt,784,12,44,1,-1,1,100,28
141,graph_784_12_45_1_-1_1.txt,784,12,45,1,-1,1,100,28
142,graph_784_12_46_1_-1_1.txt,784,12,46,1,-1,1,100,28
143,graph_784_12_47_1_-1_1.txt,784,12,47,1,-1,1,100,28
144,graph_784_12_48_1_-1_1.txt,784,12,48,1,-1,1,100,28
145,graph_784_12_49_1_-1_1.txt,784,12,49,1,-1,1,100,28
146,graph_784_12_4_1_-1_1.txt,784,12,4,1,-1,1,100,28
147,graph_784_12_50_1_-1_1.txt,784,12,50,1,-1,1,100,28
148,graph_784_12_5_1_-1_1.txt,784,12,5,1,-1,1,100,28
149,graph_784_12_6_1_-1_1.txt,784,12,6,1,-1,1,100,28
150,graph_784_12_7_1_-1_1.txt,784,12,7,1,-1,1,100,28
151,graph_784_12_8_1_-1_1.txt,784,12,8,1,-1,1,100,28
152,graph_784_12_9_1_-1_1.txt,784,12,9,1,-1,1,100,28
153,graph_784_13_0_1_-1_1.txt,784,13,0,1,-1,1,100,28
154,graph_784_13_10_1_-1_1.txt,784,13,10,1,-1,1,100,28
155,graph_784_13_11_1_-1_1.txt,784,13,11,1,-1,1,100,28
156,graph_784_13_12_1_-1_1.txt,784,13,12,1,-1,1,100,28
157,graph_784_13_13_1_-1_1.txt,784,13,13,1,-1,1,100,28
158,graph_784_13_14_1_-1_1.txt,784,13,14,1,-1,1,100,28
159,graph_784_13_15_1_-1_1.txt,784,13,15,1,-1,1,100,28
160,graph_784_13_16_1_-1_1.txt,784,13,16,1,-1,1,100,28
161,graph_784_13_17_1_-1_1.txt,784,13,17,1,-1,1,100,28
162,graph_784_13_18_1_-1_1.txt,784,13,18,1,-1,1,100,28
163,graph_784_13_19_1_-1_1.txt,784,13,19,1,-1,1,100,28
164,graph_784_13_1_1_-1_1.txt,784,13,1,1,-1,1,100,28
165,graph_784_13_20_1_-1_1.txt,784,13,20,1,-1,1,100,28
166,graph_784_13_21_1_-1_1.txt,784,13,21,1,-1,1,100,28
167,graph_784_13_22_1_-1_1.txt,784,13,22,1,-1,1,100,28
168,graph_784_13_23_1_-1_1.txt,784,13,23,1,-1,1,100,28
169,graph_784_13_24_1_-1_1.txt,784,13,24,1,-1,1,100,28
170,graph_784_13_25_1_-1_1.txt,784,13,25,1,-1,1,100,28
171,graph_784_13_26_1_-1_1.txt,784,13,26,1,-1,1,100,28
172,graph_784_13_27_1_-1_1.txt,784,13,27,1,-1,1,100,28
173,graph_784_13_28_1_-1_1.txt,784,13,28,1,-1,1,100,28
174,graph_784_13_29_1_-1_1.txt,784,13,29,1,-1,1,100,28
175,graph_784_13_2_1_-1_1.txt,784,13,2,1,-1,1,100,28
176,graph_784_13_30_1_-1_1.txt,784,13,30,1,-1,1,100,28
177,graph_784_13_31_1_-1_1.txt,784,13,31,1,-1,1,100,28
178,graph_784_13_32_1_-1_1.txt,784,13,32,1,-1,1,100,28
179,graph_784_13_33_1_-1_1.txt,784,13,33,1,-1,1,100,28
180,graph_784_13_34_1_-1_1.txt,784,13,34,1,-1,1,100,28
181,graph_784_13_35_1_-1_1.txt,784,13,35,1,-1,1,100,28
182,graph_784_13_36_1_-1_1.txt,784,13,36,1,-1,1,100,28
183,graph_784_13_37_1_-1_1.txt,784,13,37,1,-1,1,100,28
184,graph_784_13_38_1_-1_1.txt,784,13,38,1,-1,1,100,28
185,graph_784_13_39_1_-1_1.txt,784,13,39,1,-1,1,100,28
186,graph_784_13_3_1_-1_1.txt,784,13,3,1,-1,1,100,28
187,graph_784_13_40_1_-1_1.txt,784,13,40,1,-1,1,100,28
188,graph_784_13_41_1_-1_1.txt,784,13,41,1,-1,1,100,28
189,graph_784_13_42_1_-1_1.txt,784,13,42,1,-1,1,100,28
190,graph_784_13_43_1_-1_1.txt,784,13,43,1,-1,1,100,28
191,graph_784_13_44_1_-1_1.txt,784,13,44,1,-1,1,100,28
192,graph_784_13_45_1_-1_1.txt,784,13,45,1,-1,1,100,28
193,graph_784_13_46_1_-1_1.txt,784,13,46,1,-1,1,100,28
194,graph_784_13_47_1_-1_1.txt,784,13,47,1,-1,1,100,28
195,graph_784_13_48_1_-1_1.txt,784,13,48,1,-1,1,100,28
196,graph_784_13_49_1_-1_1.txt,784,13,49,1,-1,1,100,28
197,graph_784_13_4_1_-1_1.txt,784,13,4,1,-1,1,100,28
198,graph_784_13_50_1_-1_1.txt,784,13,50,1,-1,1,100,28
199,graph_784_13_5_1_-1_1.txt,784,13,5,1,-1,1,100,28
200,graph_784_13_6_1_-1_1.txt,784,13,6,1,-1,1,100,28
201,graph_784_13_7_1_-1_1.txt,784,13,7,1,-1,1,100,28
202,graph_784_13_8_1_-1_1.txt,784,13,8,1,-1,1,100,28
203,graph_784_13_9_1_-1_1.txt,784,13,9,1,-1,1,100,28
204,graph_784_14_0_1_-1_1.txt,784,14,0,1,-1,1,100,28
205,graph_784_14_10_1_-1_1.txt,784,14,10,1,-1,1,100,28
206,graph_784_14_11_1_-1_1.txt,784,14,11,1,-1,1,100,28
207,graph_784_14_12_1_-1_1.txt,784,14,12,1,-1,1,100,28
208,graph_784_14_13_1_-1_1.txt,784,14,13,1,-1,1,100,28
209,graph_784_14_14_1_-1_1.txt,784,14,14,1,-1,1,100,28
210,graph_784_14_15_1_-1_1.txt,784,14,15,1,-1,1,100,28
211,graph_784_14_16_1_-1_1.txt,784,14,16,1,-1,1,100,28
212,graph_784_14_17_1_-1_1.txt,784,14,17,1,-1,1,100,28
213,graph_784_14_18_1_-1_1.txt,784,14,18,1,-1,1,100,28
214,graph_784_14_19_1_-1_1.txt,784,14,19,1,-1,1,100,28
215,graph_784_14_1_1_-1_1.txt,784,14,1,1,-1,1,100,28
216,graph_784_14_20_1_-1_1.txt,784,14,20,1,-1,1,100,28
217,graph_784_14_21_1_-1_1.txt,784,14,21,1,-1,1,100,28
218,graph_784_14_22_1_-1_1.txt,784,14,22,1,-1,1,100,28
219,graph_784_14_23_1_-1_1.txt,784,14,23,1,-1,1,100,28
220,graph_784_14_24_1_-1_1.txt,784,14,24,1,-1,1,100,28
221,graph_784_14_25_1_-1_1.txt,784,14,25,1,-1,1,100,28
222,graph_784_14_26_1_-1_1.txt,784,14,26,1,-1,1,100,28
223,graph_784_14_27_1_-1_1.txt,784,14,27,1,-1,1,100,28
224,graph_784_14_28_1_-1_1.txt,784,14,28,1,-1,1,100,28
225,graph_784_14_29_1_-1_1.txt,784,14,29,1,-1,1,100,28
226,graph_784_14_2_1_-1_1.txt,784,14,2,1,-1,1,100,28
227,graph_784_14_30_1_-1_1.txt,784,14,30,1,-1,1,100,28
228,graph_784_14_31_1_-1_1.txt,784,14,31,1,-1,1,100,28
229,graph_784_14_32_1_-1_1.txt,784,14,32,1,-1,1,100,28
230,graph_784_14_33_1_-1_1.txt,784,14,33,1,-1,1,100,28
231,graph_784_14_34_1_-1_1.txt,784,14,34,1,-1,1,100,28
232,graph_784_14_35_1_-1_1.txt,784,14,35,1,-1,1,100,28
233,graph_784_14_36_1_-1_1.txt,784,14,36,1,-1,1,100,28
234,graph_784_14_37_1_-1_1.txt,784,14,37,1,-1,1,100,28
235,graph_784_14_38_1_-1_1.txt,784,14,38,1,-1,1,100,28
236,graph_784_14_39_1_-1_1.txt,784,14,39,1,-1,1,100,28
237,graph_784_14_3_1_-1_1.txt,784,14,3,1,-1,1,100,28
238,graph_784_14_40_1_-1_1.txt,784,14,40,1,-1,1,100,28
239,graph_784_14_41_1_-1_1.txt,784,14,41,1,-1,1,100,28
240,graph_784_14_42_1_-1_1.txt,784,14,42,1,-1,1,100,28
241,graph_784_14_43_1_-1_1.txt,784,14,43,1,-1,1,100,28
242,graph_784_14_44_1_-1_1.txt,784,14,44,1,-1,1,100,28
243,graph_784_14_45_1_-1_1.txt,784,14,45,1,-1,1,100,28
244,graph_784_14_46_1_-1_1.txt,784,14,46,1,-1,1,100,28
245,graph_784_14_47_1_-1_1.txt,784,14,47,1,-1,1,100,28
246,graph_784_14_48_1_-1_1.txt,784,14,48,1,-1,1,100,28
247,graph_784_14_49_1_-1_1.txt,784,14,49,1,-1,1,100,28
248,graph_784_14_4_1_-1_1.txt,784,14,4,1,-1,1,100,28
249,graph_784_14_50_1_-1_1.txt,784,14,50,1,-1,1,100,28
250,graph_784_14_5_1_-1_1.txt,784,14,5,1,-1,1,100,28
251,graph_784_14_6_1_-1_1.txt,784,14,6,1,-1,1,100,28
252,graph_784_14_7_1_-1_1.txt,784,14,7,1,-1,1,100,28
253,graph_784_14_8_1_-1_1.txt,784,14,8,1,-1,1,100,28
254,graph_784_14_9_1_-1_1.txt,784,14,9,1,-1,1,100,28
255,graph_784_15_0_1_-1_1.txt,784,15,0,1,-1,1,100,28
256,graph_784_15_10_1_-1_1.txt,784,15,10,1,-1,1,100,28
257,graph_784_15_11_1_-1_1.txt,784,15,11,1,-1,1,100,28
258,graph_784_15_12_1_-1_1.txt,784,15,12,1,-1,1,100,28
259,graph_784_15_13_1_-1_1.txt,784,15,13,1,-1,1,100,28
260,graph_784_15_14_1_-1_1.txt,784,15,14,1,-1,1,100,28
261,graph_784_15_15_1_-1_1.txt,784,15,15,1,-1,1,100,28
262,graph_784_15_16_1_-1_1.txt,784,15,16,1,-1,1,100,28
263,graph_784_15_17_1_-1_1.txt,784,15,17,1,-1,1,100,28
264,graph_784_15_18_1_-1_1.txt,784,15,18,1,-1,1,100,28
265,graph_784_15_19_1_-1_1.txt,784,15,19,1,-1,1,100,28
266,graph_784_15_1_1_-1_1.txt,784,15,1,1,-1,1,100,28
267,graph_784_15_20_1_-1_1.txt,784,15,20,1,-1,1,100,28
268,graph_784_15_21_1_-1_1.txt,784,15,21,1,-1,1,100,28
269,graph_784_15_22_1_-1_1.txt,784,15,22,1,-1,1,100,28
270,graph_784_15_23_1_-1_1.txt,784,15,23,1,-1,1,100,28
271,graph_784_15_24_1_-1_1.txt,784,15,24,1,-1,1,100,28
272,graph_784_15_25_1_-1_1.txt,784,15,25,1,-1,1,100,28
273,graph_784_15_26_1_-1_1.txt,784,15,26,1,-1,1,100,28
274,graph_784_15_27_1_-1_1.txt,784,15,27,1,-1,1,100,28
275,graph_784_15_28_1_-1_1.txt,784,15,28,1,-1,1,100,28
276,graph_784_15_29_1_-1_1.txt,784,15,29,1,-1,1,100,28
277,graph_784_15_2_1_-1_1.txt,784,15,2,1,-1,1,100,28
278,graph_784_15_30_1_-1_1.txt,784,15,30,1,-1,1,100,28
279,graph_784_15_31_1_-1_1.txt,784,15,31,1,-1,1,100,28
280,graph_784_15_32_1_-1_1.txt,784,15,32,1,-1,1,100,28
281,graph_784_15_33_1_-1_1.txt,784,15,33,1,-1,1,100,28
282,graph_784_15_34_1_-1_1.txt,784,15,34,1,-1,1,100,28
283,graph_784_15_35_1_-1_1.txt,784,15,35,1,-1,1,100,28
284,graph_784_15_36_1_-1_1.txt,784,15,36,1,-1,1,100,28
285,graph_784_15_37_1_-1_1.txt,784,15,37,1,-1,1,100,28
286,graph_784_15_38_1_-1_1.txt,784,15,38,1,-1,1,100,28
287,graph_784_15_39_1_-1_1.txt,784,15,39,1,-1,1,100,28
288,graph_784_15_3_1_-1_1.txt,784,15,3,1,-1,1,100,28
289,graph_784_15_40_1_-1_1.txt,784,15,40,1,-1,1,100,28
290,graph_784_15_41_1_-1_1.txt,784,15,41,1,-1,1,100,28
291,graph_784_15_42_1_-1_1.txt,784,15,42,1,-1,1,100,28
292,graph_784_15_43_1_-1_1.txt,784,15,43,1,-1,1,100,28
293,graph_784_15_44_1_-1_1.txt,784,15,44,1,-1,1,100,28
294,graph_784_15_45_1_-1_1.txt,784,15,45,1,-1,1,100,28
295,graph_784_15_46_1_-1_1.txt,784,15,46,1,-1,1,100,28
296,graph_784_15_47_1_-1_1.txt,784,15,47,1,-1,1,100,28
297,graph_784_15_48_1_-1_1.txt,784,15,48,1,-1,1,100,28
298,graph_784_15_49_1_-1_1.txt,784,15,49,1,-1,1,100,28
299,graph_784_15_4_1_-1_1.txt,784,15,4,1,-1,1,100,28
300,graph_784_15_50_1_-1_1.txt,784,15,50,1,-1,1,100,28
301,graph_784_15_5_1_-1_1.txt,784,15,5,1,-1,1,100,28
302,graph_784_15_6_1_-1_1.txt,784,15,6,1,-1,1,100,28
303,graph_784_15_7_1_-1_1.txt,784,15,7,1,-1,1,100,28
304,graph_784_15_8_1_-1_1.txt,784,15,8,1,-1,1,100,28
305,graph_784_15_9_1_-1_1.txt,784,15,9,1,-1,1,100,28
306,graph_784_16_0_1_-1_1.txt,784,16,0,1,-1,1,100,28
307,graph_784_16_10_1_-1_1.txt,784,16,10,1,-1,1,100,28
308,graph_784_16_11_1_-1_1.txt,784,16,11,1,-1,1,100,28
309,graph_784_16_12_1_-1_1.txt,784,16,12,1,-1,1,100,28
310,graph_784_16_13_1_-1_1.txt,784,16,13,1,-1,1,100,28
311,graph_784_16_14_1_-1_1.txt,784,16,14,1,-1,1,100,28
312,graph_784_16_15_1_-1_1.txt,784,16,15,1,-1,1,100,28
313,graph_784_16_16_1_-1_1.txt,784,16,16,1,-1,1,100,28
314,graph_784_16_17_1_-1_1.txt,784,16,17,1,-1,1,100,28
315,graph_784_16_18_1_-1_1.txt,784,16,18,1,-1,1,100,28
316,graph_784_16_19_1_-1_1.txt,784,16,19,1,-1,1,100,28
317,graph_784_16_1_1_-1_1.txt,784,16,1,1,-1,1,100,28
318,graph_784_16_20_1_-1_1.txt,784,16,20,1,-1,1,100,28
319,graph_784_16_21_1_-1_1.txt,784,16,21,1,-1,1,100,28
320,graph_784_16_22_1_-1_1.txt,784,16,22,1,-1,1,100,28
321,graph_784_16_23_1_-1_1.txt,784,16,23,1,-1,1,100,28
322,graph_784_16_24_1_-1_1.txt,784,16,24,1,-1,1,100,28
323,graph_784_16_25_1_-1_1.txt,784,16,25,1,-1,1,100,28
324,graph_784_16_26_1_-1_1.txt,784,16,26,1,-1,1,100,28
325,graph_784_16_27_1_-1_1.txt,784,16,27,1,-1,1,100,28
326,graph_784_16_28_1_-1_1.txt,784,16,28,1,-1,1,100,28
327,graph_784_16_29_1_-1_1.txt,784,16,29,1,-1,1,100,28
328,graph_784_16_2_1_-1_1.txt,784,16,2,1,-1,1,100,28
329,graph_784_16_30_1_-1_1.txt,784,16,30,1,-1,1,100,28
330,graph_784_16_31_1_-1_1.txt,784,16,31,1,-1,1,100,28
331,graph_784_16_32_1_-1_1.txt,784,16,32,1,-1,1,100,28
332,graph_784_16_33_1_-1_1.txt,784,16,33,1,-1,1,100,28
333,graph_784_16_34_1_-1_1.txt,784,16,34,1,-1,1,100,28
334,graph_784_16_35_1_-1_1.txt,784,16,35,1,-1,1,100,28
335,graph_784_16_36_1_-1_1.txt,784,16,36,1,-1,1,100,28
336,graph_784_16_37_1_-1_1.txt,784,16,37,1,-1,1,100,28
337,graph_784_16_38_1_-1_1.txt,784,16,38,1,-1,1,100,28
338,graph_784_16_39_1_-1_1.txt,784,16,39,1,-1,1,100,28
339,graph_784_16_3_1_-1_1.txt,784,16,3,1,-1,1,100,28
340,graph_784_16_40_1_-1_1.txt,784,16,40,1,-1,1,100,28
341,graph_784_16_41_1_-1_1.txt,784,16,41,1,-1,1,100,28
342,graph_784_16_42_1_-1_1.txt,784,16,42,1,-1,1,100,28
343,graph_784_16_43_1_-1_1.txt,784,16,43,1,-1,1,100,28
344,graph_784_16_44_1_-1_1.txt,784,16,44,1,-1,1,100,28
345,graph_784_16_45_1_-1_1.txt,784,16,45,1,-1,1,100,28
346,graph_784_16_46_1_-1_1.txt,784,16,46,1,-1,1,100,28
347,graph_784_16_47_1_-1_1.txt,784,16,47,1,-1,1,100,28
348,graph_784_16_48_1_-1_1.txt,784,16,48,1,-1,1,100,28
349,graph_784_16_49_1_-1_1.txt,784,16,49,1,-1,1,100,28
350,graph_784_16_4_1_-1_1.txt,784,16,4,1,-1,1,100,28
351,graph_784_16_50_1_-1_1.txt,784,16,50,1,-1,1,100,28
352,graph_784_16_5_1_-1_1.txt,784,16,5,1,-1,1,100,28
353,graph_784_16_6_1_-1_1.txt,784,16,6,1,-1,1,100,28
354,graph_784_16_7_1_-1_1.txt,784,16,7,1,-1,1,100,28
355,graph_784_16_8_1_-1_1.txt,784,16,8,1,-1,1,100,28
356,graph_784_16_9_1_-1_1.txt,784,16,9,1,-1,1,100,28
357,graph_784_1_0_1_-1_1.txt,784,1,0,1,-1,1,100,28
358,graph_784_1_10_1_-1_1.txt,784,1,10,1,-1,1,100,28
359,graph_784_1_11_1_-1_1.txt,784,1,11,1,-1,1,100,28
360,graph_784_1_12_1_-1_1.txt,784,1,12,1,-1,1,100,28
361,graph_784_1_13_1_-1_1.txt,784,1,13,1,-1,1,100,28
362,graph_784_1_14_1_-1_1.txt,784,1,14,1,-1,1,100,28
363,graph_784_1_15_1_-1_1.txt,784,1,15,1,-1,1,100,28
364,graph_784_1_16_1_-1_1.txt,784,1,16,1,-1,1,100,28
