graph_index_0based,simulation_id,n_cells,package_id,sigma_index,t1_edge_1,t1_edge_2,shear_factor,kA,nx
640,graph_256_6_36_1_-1_1.txt,256,6,36,1,-1,1,1,16
641,graph_256_6_37_1_-1_1.txt,256,6,37,1,-1,1,1,16
642,graph_256_6_38_1_-1_1.txt,256,6,38,1,-1,1,1,16
643,graph_256_6_39_1_-1_1.txt,256,6,39,1,-1,1,1,16
644,graph_256_6_3_1_-1_1.txt,256,6,3,1,-1,1,1,16
645,graph_256_6_40_1_-1_1.txt,256,6,40,1,-1,1,1,16
646,graph_256_6_41_1_-1_1.txt,256,6,41,1,-1,1,1,16
647,graph_256_6_42_1_-1_1.txt,256,6,42,1,-1,1,1,16
648,graph_256_6_43_1_-1_1.txt,256,6,43,1,-1,1,1,16
649,graph_256_6_44_1_-1_1.txt,256,6,44,1,-1,1,1,16
650,graph_256_6_45_1_-1_1.txt,256,6,45,1,-1,1,1,16
651,graph_256_6_46_1_-1_1.txt,256,6,46,1,-1,1,1,16
652,graph_256_6_47_1_-1_1.txt,256,6,47,1,-1,1,1,16
653,graph_256_6_48_1_-1_1.txt,256,6,48,1,-1,1,1,16
654,graph_256_6_49_1_-1_1.txt,256,6,49,1,-1,1,1,16
655,graph_256_6_4_1_-1_1.txt,256,6,4,1,-1,1,1,16
656,graph_256_6_50_1_-1_1.txt,256,6,50,1,-1,1,1,16
657,graph_256_6_5_1_-1_1.txt,256,6,5,1,-1,1,1,16
658,graph_256_6_6_1_-1_1.txt,256,6,6,1,-1,1,1,16
659,graph_256_6_7_1_-1_1.txt,256,6,7,1,-1,1,1,16
660,graph_256_6_8_1_-1_1.txt,256,6,8,1,-1,1,1,16
661,graph_256_6_9_1_-1_1.txt,256,6,9,1,-1,1,1,16
662,graph_256_7_0_1_-1_1.txt,256,7,0,1,-1,1,1,16
663,graph_256_7_10_1_-1_1.txt,256,7,10,1,-1,1,1,16
664,graph_256_7_11_1_-1_1.txt,256,7,11,1,-1,1,1,16
665,graph_256_7_12_1_-1_1.txt,256,7,12,1,-1,1,1,16
666,graph_256_7_13_1_-1_1.txt,256,7,13,1,-1,1,1,16
667,graph_256_7_14_1_-1_1.txt,256,7,14,1,-1,1,1,16
668,graph_256_7_15_1_-1_1.txt,256,7,15,1,-1,1,1,16
669,graph_256_7_16_1_-1_1.txt,256,7,16,1,-1,1,1,16
670,graph_256_7_17_1_-1_1.txt,256,7,17,1,-1,1,1,16
671,graph_256_7_18_1_-1_1.txt,256,7,18,1,-1,1,1,16
672,graph_256_7_19_1_-1_1.txt,256,7,19,1,-1,1,1,16
673,graph_256_7_1_1_-1_1.txt,256,7,1,1,-1,1,1,16
674,graph_256_7_20_1_-1_1.txt,256,7,20,1,-1,1,1,16
675,graph_256_7_21_1_-1_1.txt,256,7,21,1,-1,1,1,16
676,graph_256_7_22_1_-1_1.txt,256,7,22,1,-1,1,1,16
677,graph_256_7_23_1_-1_1.txt,256,7,23,1,-1,1,1,16
678,graph_256_7_24_1_-1_1.txt,256,7,24,1,-1,1,1,16
679,graph_256_7_25_1_-1_1.txt,256,7,25,1,-1,1,1,16
680,graph_256_7_26_1_-1_1.txt,256,7,26,1,-1,1,1,16
681,graph_256_7_27_1_-1_1.txt,256,7,27,1,-1,1,1,16
682,graph_256_7_28_1_-1_1.txt,256,7,28,1,-1,1,1,16
683,graph_256_7_29_1_-1_1.txt,256,7,29,1,-1,1,1,16
684,graph_256_7_2_1_-1_1.txt,256,7,2,1,-1,1,1,16
685,graph_256_7_30_1_-1_1.txt,256,7,30,1,-1,1,1,16
686,graph_256_7_31_1_-1_1.txt,256,7,31,1,-1,1,1,16
687,graph_256_7_32_1_-1_1.txt,256,7,32,1,-1,1,1,16
688,graph_256_7_33_1_-1_1.txt,256,7,33,1,-1,1,1,16
689,graph_256_7_34_1_-1_1.txt,256,7,34,1,-1,1,1,16
690,graph_256_7_35_1_-1_1.txt,256,7,35,1,-1,1,1,16
691,graph_256_7_36_1_-1_1.txt,256,7,36,1,-1,1,1,16
692,graph_256_7_37_1_-1_1.txt,256,7,37,1,-1,1,1,16
693,graph_256_7_38_1_-1_1.txt,256,7,38,1,-1,1,1,16
694,graph_256_7_39_1_-1_1.txt,256,7,39,1,-1,1,1,16
695,graph_256_7_3_1_-1_1.txt,256,7,3,1,-1,1,1,16
696,graph_256_7_40_1_-1_1.txt,256,7,40,1,-1,1,1,16
697,graph_256_7_41_1_-1_1.txt,256,7,41,1,-1,1,1,16
698,graph_256_7_42_1_-1_1.txt,256,7,42,1,-1,1,1,16
699,graph_256_7_43_1_-1_1.txt,256,7,43,1,-1,1,1,16
700,graph_256_7_44_1_-1_1.txt,256,7,44,1,-1,1,1,16
701,graph_256_7_45_1_-1_1.txt,256,7,45,1,-1,1,1,16
702,graph_256_7_46_1_-1_1.txt,256,7,46,1,-1,1,1,16
703,graph_256_7_47_1_-1_1.txt,256,7,47,1,-1,1,1,16
704,graph_256_7_48_1_-1_1.txt,256,7,48,1,-1,1,1,16
705,graph_256_7_49_1_-1_1.txt,256,7,49,1,-1,1,1,16
706,graph_256_7_4_1_-1_1.txt,256,7,4,1,-1,1,1,16
707,graph_256_7_50_1_-1_1.txt,256,7,50,1,-1,1,1,16
708,graph_256_7_5_1_-1_1.txt,256,7,5,1,-1,1,1,16
709,graph_256_7_6_1_-1_1.txt,256,7,6,1,-1,1,1,16
710,graph_256_7_7_1_-1_1.txt,256,7,7,1,-1,1,1,16
711,graph_256_7_8_1_-1_1.txt,256,7,8,1,-1,1,1,16
712,graph_256_7_9_1_-1_1.txt,256,7,9,1,-1,1,1,16
713,graph_256_8_0_1_-1_1.txt,256,8,0,1,-1,1,1,16
714,graph_256_8_10_1_-1_1.txt,256,8,10,1,-1,1,1,16
715,graph_256_8_11_1_-1_1.txt,256,8,11,1,-1,1,1,16
716,graph_256_8_12_1_-1_1.txt,256,8,12,1,-1,1,1,16
717,graph_256_8_13_1_-1_1.txt,256,8,13,1,-1,1,1,16
718,graph_256_8_14_1_-1_1.txt,256,8,14,1,-1,1,1,16
719,graph_256_8_15_1_-1_1.txt,256,8,15,1,-1,1,1,16
720,graph_256_8_16_1_-1_1.txt,256,8,16,1,-1,1,1,16
721,graph_256_8_17_1_-1_1.txt,256,8,17,1,-1,1,1,16
722,graph_256_8_18_1_-1_1.txt,256,8,18,1,-1,1,1,16
723,graph_256_8_19_1_-1_1.txt,256,8,19,1,-1,1,1,16
724,graph_256_8_1_1_-1_1.txt,256,8,1,1,-1,1,1,16
725,graph_256_8_20_1_-1_1.txt,256,8,20,1,-1,1,1,16
726,graph_256_8_21_1_-1_1.txt,256,8,21,1,-1,1,1,16
727,graph_256_8_22_1_-1_1.txt,256,8,22,1,-1,1,1,16
728,graph_256_8_23_1_-1_1.txt,256,8,23,1,-1,1,1,16
729,graph_256_8_24_1_-1_1.txt,256,8,24,1,-1,1,1,16
730,graph_256_8_25_1_-1_1.txt,256,8,25,1,-1,1,1,16
731,graph_256_8_26_1_-1_1.txt,256,8,26,1,-1,1,1,16
732,graph_256_8_27_1_-1_1.txt,256,8,27,1,-1,1,1,16
733,graph_256_8_28_1_-1_1.txt,256,8,28,1,-1,1,1,16
734,graph_256_8_29_1_-1_1.txt,256,8,29,1,-1,1,1,16
735,graph_256_8_2_1_-1_1.txt,256,8,2,1,-1,1,1,16
736,graph_256_8_30_1_-1_1.txt,256,8,30,1,-1,1,1,16
737,graph_256_8_31_1_-1_1.txt,256,8,31,1,-1,1,1,16
738,graph_256_8_32_1_-1_1.txt,256,8,32,1,-1,1,1,16
739,graph_256_8_33_1_-1_1.txt,256,8,33,1,-1,1,1,16
740,graph_256_8_34_1_-1_1.txt,256,8,34,1,-1,1,1,16
741,graph_256_8_35_1_-1_1.txt,256,8,35,1,-1,1,1,16
742,graph_256_8_36_1_-1_1.txt,256,8,36,1,-1,1,1,16
743,graph_256_8_37_1_-1_1.txt,256,8,37,1,-1,1,1,16
744,graph_256_8_38_1_-1_1.txt,256,8,38,1,-1,1,1,16
745,graph_256_8_39_1_-1_1.txt,256,8,39,1,-1,1,1,16
746,graph_256_8_3_1_-1_1.txt,256,8,3,1,-1,1,1,16
747,graph_256_8_40_1_-1_1.txt,256,8,40,1,-1,1,1,16
748,graph_256_8_41_1_-1_1.txt,256,8,41,1,-1,1,1,16
749,graph_256_8_42_1_-1_1.txt,256,8,42,1,-1,1,1,16
750,graph_256_8_43_1_-1_1.txt,256,8,43,1,-1,1,1,16
751,graph_256_8_44_1_-1_1.txt,256,8,44,1,-1,1,1,16
752,graph_256_8_45_1_-1_1.txt,256,8,45,1,-1,1,1,16
753,graph_256_8_46_1_-1_1.txt,256,8,46,1,-1,1,1,16
754,graph_256_8_47_1_-1_1.txt,256,8,47,1,-1,1,1,16
755,graph_256_8_48_1_-1_1.txt,256,8,48,1,-1,1,1,16
756,graph_256_8_49_1_-1_1.txt,256,8,49,1,-1,1,1,16
757,graph_256_8_4_1_-1_1.txt,256,8,4,1,-1,1,1,16
758,graph_256_8_50_1_-1_1.txt,256,8,50,1,-1,1,1,16
759,graph_256_8_5_1_-1_1.txt,256,8,5,1,-1,1,1,16
760,graph_256_8_6_1_-1_1.txt,256,8,6,1,-1,1,1,16
761,graph_256_8_7_1_-1_1.txt,256,8,7,1,-1,1,1,16
762,graph_256_8_8_1_-1_1.txt,256,8,8,1,-1,1,1,16
763,graph_256_8_9_1_-1_1.txt,256,8,9,1,-1,1,1,16
764,graph_256_9_0_1_-1_1.txt,256,9,0,1,-1,1,1,16
765,graph_256_9_10_1_-1_1.txt,256,9,10,1,-1,1,1,16
766,graph_256_9_11_1_-1_1.txt,256,9,11,1,-1,1,1,16
767,graph_256_9_12_1_-1_1.txt,256,9,12,1,-1,1,1,16
768,graph_256_9_13_1_-1_1.txt,256,9,13,1,-1,1,1,16
769,graph_256_9_14_1_-1_1.txt,256,9,14,1,-1,1,1,16
770,graph_256_9_15_1_-1_1.txt,256,9,15,1,-1,1,1,16
771,graph_256_9_16_1_-1_1.txt,256,9,16,1,-1,1,1,16
772,graph_256_9_17_1_-1_1.txt,256,9,17,1,-1,1,1,16
773,graph_256_9_18_1_-1_1.txt,256,9,18,1,-1,1,1,16
774,graph_256_9_19_1_-1_1.txt,256,9,19,1,-1,1,1,16
775,graph_256_9_1_1_-1_1.txt,256,9,1,1,-1,1,1,16
776,graph_256_9_20_1_-1_1.txt,256,9,20,1,-1,1,1,16
777,graph_256_9_21_1_-1_1.txt,256,9,21,1,-1,1,1,16
778,graph_256_9_22_1_-1_1.txt,256,9,22,1,-1,1,1,16
779,graph_256_9_23_1_-1_1.txt,256,9,23,1,-1,1,1,16
780,graph_256_9_24_1_-1_1.txt,256,9,24,1,-1,1,1,16
781,graph_256_9_25_1_-1_1.txt,256,9,25,1,-1,1,1,16
782,graph_256_9_26_1_-1_1.txt,256,9,26,1,-1,1,1,16
783,graph_256_9_27_1_-1_1.txt,256,9,27,1,-1,1,1,16
784,graph_256_9_28_1_-1_1.txt,256,9,28,1,-1,1,1,16
785,graph_256_9_29_1_-1_1.txt,256,9,29,1,-1,1,1,16
786,graph_256_9_2_1_-1_1.txt,256,9,2,1,-1,1,1,16
787,graph_256_9_30_1_-1_1.txt,256,9,30,1,-1,1,1,16
788,graph_256_9_31_1_-1_1.txt,256,9,31,1,-1,1,1,16
789,graph_256_9_32_1_-1_1.txt,256,9,32,1,-1,1,1,16
790,graph_256_9_33_1_-1_1.txt,256,9,33,1,-1,1,1,16
791,graph_256_9_34_1_-1_1.txt,256,9,34,1,-1,1,1,16
792,graph_256_9_35_1_-1_1.txt,256,9,35,1,-1,1,1,16
793,graph_256_9_36_1_-1_1.txt,256,9,36,1,-1,1,1,16
794,graph_256_9_37_1_-1_1.txt,256,9,37,1,-1,1,1,16
795,graph_256_9_38_1_-1_1.txt,256,9,38,1,-1,1,1,16
796,graph_256_9_39_1_-1_1.txt,256,9,39,1,-1,1,1,16
797,graph_256_9_3_1_-1_1.txt,256,9,3,1,-1,1,1,16
798,graph_256_9_40_1_-1_1.txt,256,9,40,1,-1,1,1,16
799,graph_256_9_41_1_-1_1.txt,256,9,41,1,-1,1,1,16
800,graph_256_9_42_1_-1_1.txt,256,9,42,1,-1,1,1,16
801,graph_256_9_43_1_-1_1.txt,256,9,43,1,-1,1,1,16
802,graph_256_9_44_1_-1_1.txt,256,9,44,1,-1,1,1,16
803,graph_256_9_45_1_-1_1.txt,256,9,45,1,-1,1,1,16
804,graph_256_9_46_1_-1_1.txt,256,9,46,1,-1,1,1,16
805,graph_256_9_47_1_-1_1.txt,256,9,47,1,-1,1,1,16
806,graph_256_9_48_1_-1_1.txt,256,9,48,1,-1,1,1,16
807,graph_256_9_49_1_-1_1.txt,256,9,49,1,-1,1,1,16
808,graph_256_9_4_1_-1_1.txt,256,9,4,1,-1,1,1,16
809,graph_256_9_50_1_-1_1.txt,256,9,50,1,-1,1,1,16
810,graph_256_9_5_1_-1_1.txt,256,9,5,1,-1,1,1,16
811,graph_256_9_6_1_-1_1.txt,256,9,6,1,-1,1,1,16
812,graph_256_9_7_1_-1_1.txt,256,9,7,1,-1,1,1,16
813,graph_256_9_8_1_-1_1.txt,256,9,8,1,-1,1,1,16
814,graph_256_9_9_1_-1_1.txt,256,9,9,1,-1,1,1,16
